magnitude,trial,task,auc,w_mb,w_me,w_k,w_r,c_w_psi,c_w_q,c_w_m,c_w_b
0.75,19,wake_vs_deep_sleep,1.0,0.21601816331382634,0.09837621885557724,0.3320057032422544,0.3954958107270925,0.6372171314961922,0.20529845638631872,0.16760501845552733,0.18803132986927446
0.75,19,wake_vs_reflex,1.0,0.21601816331382634,0.09837621885557724,0.3320057032422544,0.3954958107270925,0.6372171314961922,0.20529845638631872,0.16760501845552733,0.18803132986927446
0.75,19,wake_vs_anxiety,1.0,0.21601816331382634,0.09837621885557724,0.3320057032422544,0.3954958107270925,0.6372171314961922,0.20529845638631872,0.16760501845552733,0.18803132986927446
0.75,19,wake_vs_nonwake,1.0,0.21601816331382634,0.09837621885557724,0.3320057032422544,0.3954958107270925,0.6372171314961922,0.20529845638631872,0.16760501845552733,0.18803132986927446
0.75,19,integrated_vs_low,1.0,0.21601816331382634,0.09837621885557724,0.3320057032422544,0.3954958107270925,0.6372171314961922,0.20529845638631872,0.16760501845552733,0.18803132986927446
1.0,0,wake_vs_deep_sleep,1.0,0.3755976095039625,0.17382523387907614,0.05270193315682699,0.06283192643426799,0.857024744261115,0.19281230383454023,0.32408987846776427,0.05888767597563959
1.0,0,wake_vs_reflex,1.0,0.3755976095039625,0.17382523387907614,0.05270193315682699,0.06283192643426799,0.857024744261115,0.19281230383454023,0.32408987846776427,0.05888767597563959
1.0,0,wake_vs_anxiety,1.0,0.3755976095039625,0.17382523387907614,0.05270193315682699,0.06283192643426799,0.857024744261115,0.19281230383454023,0.32408987846776427,0.05888767597563959
1.0,0,wake_vs_nonwake,1.0,0.3755976095039625,0.17382523387907614,0.05270193315682699,0.06283192643426799,0.857024744261115,0.19281230383454023,0.32408987846776427,0.05888767597563959
1.0,0,integrated_vs_low,1.0,0.3755976095039625,0.17382523387907614,0.05270193315682699,0.06283192643426799,0.857024744261115,0.19281230383454023,0.32408987846776427,0.05888767597563959
1.0,1,wake_vs_deep_sleep,1.0,0.3880915864279535,0.0830869013406157,0.10127384245064062,0.015027289380589393,0.10705797966619018,0.3667393630516783,0.1093212171039928,0.21892651628925297
1.0,1,wake_vs_reflex,1.0,0.3880915864279535,0.0830869013406157,0.10127384245064062,0.015027289380589393,0.10705797966619018,0.3667393630516783,0.1093212171039928,0.21892651628925297
1.0,1,wake_vs_anxiety,0.76,0.3880915864279535,0.0830869013406157,0.10127384245064062,0.015027289380589393,0.10705797966619018,0.3667393630516783,0.1093212171039928,0.21892651628925297
1.0,1,wake_vs_nonwake,0.92,0.3880915864279535,0.0830869013406157,0.10127384245064062,0.015027289380589393,0.10705797966619018,0.3667393630516783,0.1093212171039928,0.21892651628925297
1.0,1,integrated_vs_low,1.0,0.3880915864279535,0.0830869013406157,0.10127384245064062,0.015027289380589393,0.10705797966619018,0.3667393630516783,0.1093212171039928,0.21892651628925297
1.0,2,wake_vs_deep_sleep,1.0,0.32550989239249106,0.16018049809811133,0.21275443653842727,0.09361947230767076,0.8897435086676189,0.32732314748154523,0.2521489751287152,0.1687533469250229
1.0,2,wake_vs_reflex,1.0,0.32550989239249106,0.16018049809811133,0.21275443653842727,0.09361947230767076,0.8897435086676189,0.32732314748154523,0.2521489751287152,0.1687533469250229
1.0,2,wake_vs_anxiety,1.0,0.32550989239249106,0.16018049809811133,0.21275443653842727,0.09361947230767076,0.8897435086676189,0.32732314748154523,0.2521489751287152,0.1687533469250229
1.0,2,wake_vs_nonwake,1.0,0.32550989239249106,0.16018049809811133,0.21275443653842727,0.09361947230767076,0.8897435086676189,0.32732314748154523,0.2521489751287152,0.1687533469250229
1.0,2,integrated_vs_low,1.0,0.32550989239249106,0.16018049809811133,0.21275443653842727,0.09361947230767076,0.8897435086676189,0.32732314748154523,0.2521489751287152,0.1687533469250229
1.0,3,wake_vs_deep_sleep,1.0,0.10701398548843517,0.36826634330942715,0.13655482695269106,0.025053344848466885,0.3081633091295658,0.31778281219835375,0.2117209732959908,0.27030189050814946
1.0,3,wake_vs_reflex,1.0,0.10701398548843517,0.36826634330942715,0.13655482695269106,0.025053344848466885,0.3081633091295658,0.31778281219835375,0.2117209732959908,0.27030189050814946
1.0,3,wake_vs_anxiety,0.96,0.10701398548843517,0.36826634330942715,0.13655482695269106,0.025053344848466885,0.3081633091295658,0.31778281219835375,0.2117209732959908,0.27030189050814946
1.0,3,wake_vs_nonwake,0.9866666666666666,0.10701398548843517,0.36826634330942715,0.13655482695269106,0.025053344848466885,0.3081633091295658,0.31778281219835375,0.2117209732959908,0.27030189050814946
1.0,3,integrated_vs_low,1.0,0.10701398548843517,0.36826634330942715,0.13655482695269106,0.025053344848466885,0.3081633091295658,0.31778281219835375,0.2117209732959908,0.27030189050814946
1.0,4,wake_vs_deep_sleep,1.0,0.5555447687036642,0.08478184443221704,0.3695133264372721,0.2189948014601863,0.5751122843377482,0.0009235090346968012,0.33774528945980054,0.10112269894709584
1.0,4,wake_vs_reflex,1.0,0.5555447687036642,0.08478184443221704,0.3695133264372721,0.2189948014601863,0.5751122843377482,0.0009235090346968012,0.33774528945980054,0.10112269894709584
1.0,4,wake_vs_anxiety,1.0,0.5555447687036642,0.08478184443221704,0.3695133264372721,0.2189948014601863,0.5751122843377482,0.0009235090346968012,0.33774528945980054,0.10112269894709584
1.0,4,wake_vs_nonwake,1.0,0.5555447687036642,0.08478184443221704,0.3695133264372721,0.2189948014601863,0.5751122843377482,0.0009235090346968012,0.33774528945980054,0.10112269894709584
1.0,4,integrated_vs_low,1.0,0.5555447687036642,0.08478184443221704,0.3695133264372721,0.2189948014601863,0.5751122843377482,0.0009235090346968012,0.33774528945980054,0.10112269894709584
1.0,5,wake_vs_deep_sleep,1.0,0.04344417457810866,0.1833048166146056,0.0516120228728167,0.07616335507878785,0.5690545317271891,0.15717095662809333,0.31342983305269834,0.11489633805890521
1.0,5,wake_vs_reflex,1.0,0.04344417457810866,0.1833048166146056,0.0516120228728167,0.07616335507878785,0.5690545317271891,0.15717095662809333,0.31342983305269834,0.11489633805890521
1.0,5,wake_vs_anxiety,1.0,0.04344417457810866,0.1833048166146056,0.0516120228728167,0.07616335507878785,0.5690545317271891,0.15717095662809333,0.31342983305269834,0.11489633805890521
1.0,5,wake_vs_nonwake,1.0,0.04344417457810866,0.1833048166146056,0.0516120228728167,0.07616335507878785,0.5690545317271891,0.15717095662809333,0.31342983305269834,0.11489633805890521
1.0,5,integrated_vs_low,1.0,0.04344417457810866,0.1833048166146056,0.0516120228728167,0.07616335507878785,0.5690545317271891,0.15717095662809333,0.31342983305269834,0.11489633805890521
1.0,6,wake_vs_deep_sleep,1.0,0.5083260898687307,0.18443977206196305,0.26398052045171155,0.2998476783579952,0.42550557548309836,0.38002443784977485,0.116522638536685,0.06380478044973813
1.0,6,wake_vs_reflex,1.0,0.5083260898687307,0.18443977206196305,0.26398052045171155,0.2998476783579952,0.42550557548309836,0.38002443784977485,0.116522638536685,0.06380478044973813
1.0,6,wake_vs_anxiety,1.0,0.5083260898687307,0.18443977206196305,0.26398052045171155,0.2998476783579952,0.42550557548309836,0.38002443784977485,0.116522638536685,0.06380478044973813
1.0,6,wake_vs_nonwake,1.0,0.5083260898687307,0.18443977206196305,0.26398052045171155,0.2998476783579952,0.42550557548309836,0.38002443784977485,0.116522638536685,0.06380478044973813
1.0,6,integrated_vs_low,1.0,0.5083260898687307,0.18443977206196305,0.26398052045171155,0.2998476783579952,0.42550557548309836,0.38002443784977485,0.116522638536685,0.06380478044973813
1.0,7,wake_vs_deep_sleep,1.0,0.47466584261587974,0.3384030245231635,0.016101495975969504,0.22481634421134028,0.8032389207185937,0.299847447569147,0.33721462360919363,0.19130897217500775
1.0,7,wake_vs_reflex,1.0,0.47466584261587974,0.3384030245231635,0.016101495975969504,0.22481634421134028,0.8032389207185937,0.299847447569147,0.33721462360919363,0.19130897217500775
1.0,7,wake_vs_anxiety,1.0,0.47466584261587974,0.3384030245231635,0.016101495975969504,0.22481634421134028,0.8032389207185937,0.299847447569147,0.33721462360919363,0.19130897217500775
1.0,7,wake_vs_nonwake,1.0,0.47466584261587974,0.3384030245231635,0.016101495975969504,0.22481634421134028,0.8032389207185937,0.299847447569147,0.33721462360919363,0.19130897217500775
1.0,7,integrated_vs_low,1.0,0.47466584261587974,0.3384030245231635,0.016101495975969504,0.22481634421134028,0.8032389207185937,0.299847447569147,0.33721462360919363,0.19130897217500775
1.0,8,wake_vs_deep_sleep,1.0,0.46199700316080583,0.12099211245517126,0.37901423986639693,0.18316774427826815,0.6646596414179657,0.16125608164763278,0.19101843622141979,0.2591217126077566
1.0,8,wake_vs_reflex,1.0,0.46199700316080583,0.12099211245517126,0.37901423986639693,0.18316774427826815,0.6646596414179657,0.16125608164763278,0.19101843622141979,0.2591217126077566
1.0,8,wake_vs_anxiety,1.0,0.46199700316080583,0.12099211245517126,0.37901423986639693,0.18316774427826815,0.6646596414179657,0.16125608164763278,0.19101843622141979,0.2591217126077566
1.0,8,wake_vs_nonwake,1.0,0.46199700316080583,0.12099211245517126,0.37901423986639693,0.18316774427826815,0.6646596414179657,0.16125608164763278,0.19101843622141979,0.2591217126077566
1.0,8,integrated_vs_low,1.0,0.46199700316080583,0.12099211245517126,0.37901423986639693,0.18316774427826815,0.6646596414179657,0.16125608164763278,0.19101843622141979,0.2591217126077566
1.0,9,wake_vs_deep_sleep,1.0,0.35625390622594794,0.36283453076380345,0.1677203951711241,0.3235358990716626,0.3081261899700487,0.16326266729240524,0.14961703679940783,0.045290526592422685
1.0,9,wake_vs_reflex,1.0,0.35625390622594794,0.36283453076380345,0.1677203951711241,0.3235358990716626,0.3081261899700487,0.16326266729240524,0.14961703679940783,0.045290526592422685
1.0,9,wake_vs_anxiety,1.0,0.35625390622594794,0.36283453076380345,0.1677203951711241,0.3235358990716626,0.3081261899700487,0.16326266729240524,0.14961703679940783,0.045290526592422685
1.0,9,wake_vs_nonwake,1.0,0.35625390622594794,0.36283453076380345,0.1677203951711241,0.3235358990716626,0.3081261899700487,0.16326266729240524,0.14961703679940783,0.045290526592422685
1.0,9,integrated_vs_low,1.0,0.35625390622594794,0.36283453076380345,0.1677203951711241,0.3235358990716626,0.3081261899700487,0.16326266729240524,0.14961703679940783,0.045290526592422685
1.0,10,wake_vs_deep_sleep,1.0,0.06420657534130468,0.26699596925870317,0.2622070953372209,0.33145485710504763,0.017789800808422507,0.13061873706871197,0.06725534806812695,0.28013451211584445
1.0,10,wake_vs_reflex,1.0,0.06420657534130468,0.26699596925870317,0.2622070953372209,0.33145485710504763,0.017789800808422507,0.13061873706871197,0.06725534806812695,0.28013451211584445
1.0,10,wake_vs_anxiety,0.7911111111111111,0.06420657534130468,0.26699596925870317,0.2622070953372209,0.33145485710504763,0.017789800808422507,0.13061873706871197,0.06725534806812695,0.28013451211584445
1.0,10,wake_vs_nonwake,0.9303703703703703,0.06420657534130468,0.26699596925870317,0.2622070953372209,0.33145485710504763,0.017789800808422507,0.13061873706871197,0.06725534806812695,0.28013451211584445
1.0,10,integrated_vs_low,1.0,0.06420657534130468,0.26699596925870317,0.2622070953372209,0.33145485710504763,0.017789800808422507,0.13061873706871197,0.06725534806812695,0.28013451211584445
1.0,11,wake_vs_deep_sleep,1.0,0.602441280977291,0.09867215089045894,0.26713966353919455,0.06468140172913722,0.247637273041542,0.05546179849336781,0.09639706064373793,0.24290515704574003
1.0,11,wake_vs_reflex,1.0,0.602441280977291,0.09867215089045894,0.26713966353919455,0.06468140172913722,0.247637273041542,0.05546179849336781,0.09639706064373793,0.24290515704574003
1.0,11,wake_vs_anxiety,0.9822222222222222,0.602441280977291,0.09867215089045894,0.26713966353919455,0.06468140172913722,0.247637273041542,0.05546179849336781,0.09639706064373793,0.24290515704574003
1.0,11,wake_vs_nonwake,0.994074074074074,0.602441280977291,0.09867215089045894,0.26713966353919455,0.06468140172913722,0.247637273041542,0.05546179849336781,0.09639706064373793,0.24290515704574003
1.0,11,integrated_vs_low,1.0,0.602441280977291,0.09867215089045894,0.26713966353919455,0.06468140172913722,0.247637273041542,0.05546179849336781,0.09639706064373793,0.24290515704574003
1.0,12,wake_vs_deep_sleep,1.0,0.6372288371296767,0.08100896316967439,0.2168316139802877,0.35069555062171615,0.8576302216370092,0.24402419315486956,0.08673635654930945,0.22517213648901704
1.0,12,wake_vs_reflex,1.0,0.6372288371296767,0.08100896316967439,0.2168316139802877,0.35069555062171615,0.8576302216370092,0.24402419315486956,0.08673635654930945,0.22517213648901704
1.0,12,wake_vs_anxiety,1.0,0.6372288371296767,0.08100896316967439,0.2168316139802877,0.35069555062171615,0.8576302216370092,0.24402419315486956,0.08673635654930945,0.22517213648901704
1.0,12,wake_vs_nonwake,1.0,0.6372288371296767,0.08100896316967439,0.2168316139802877,0.35069555062171615,0.8576302216370092,0.24402419315486956,0.08673635654930945,0.22517213648901704
1.0,12,integrated_vs_low,1.0,0.6372288371296767,0.08100896316967439,0.2168316139802877,0.35069555062171615,0.8576302216370092,0.24402419315486956,0.08673635654930945,0.22517213648901704
1.0,13,wake_vs_deep_sleep,1.0,0.2243438131746113,0.39045135627668315,0.15987045406545475,0.3427138603805071,0.020904824112082634,0.16002457845390217,0.297536588529654,0.2196818799959685
1.0,13,wake_vs_reflex,1.0,0.2243438131746113,0.39045135627668315,0.15987045406545475,0.3427138603805071,0.020904824112082634,0.16002457845390217,0.297536588529654,0.2196818799959685
1.0,13,wake_vs_anxiety,0.9733333333333334,0.2243438131746113,0.39045135627668315,0.15987045406545475,0.3427138603805071,0.020904824112082634,0.16002457845390217,0.297536588529654,0.2196818799959685
1.0,13,wake_vs_nonwake,0.9911111111111112,0.2243438131746113,0.39045135627668315,0.15987045406545475,0.3427138603805071,0.020904824112082634,0.16002457845390217,0.297536588529654,0.2196818799959685
1.0,13,integrated_vs_low,1.0,0.2243438131746113,0.39045135627668315,0.15987045406545475,0.3427138603805071,0.020904824112082634,0.16002457845390217,0.297536588529654,0.2196818799959685
1.0,14,wake_vs_deep_sleep,1.0,0.31076002047718343,0.3743749997742904,0.3415937504588917,0.16110783691146913,0.49009356183720565,0.1959297024369851,0.2149488500390532,0.12028005610515201
1.0,14,wake_vs_reflex,1.0,0.31076002047718343,0.3743749997742904,0.3415937504588917,0.16110783691146913,0.49009356183720565,0.1959297024369851,0.2149488500390532,0.12028005610515201
1.0,14,wake_vs_anxiety,1.0,0.31076002047718343,0.3743749997742904,0.3415937504588917,0.16110783691146913,0.49009356183720565,0.1959297024369851,0.2149488500390532,0.12028005610515201
1.0,14,wake_vs_nonwake,1.0,0.31076002047718343,0.3743749997742904,0.3415937504588917,0.16110783691146913,0.49009356183720565,0.1959297024369851,0.2149488500390532,0.12028005610515201
1.0,14,integrated_vs_low,1.0,0.31076002047718343,0.3743749997742904,0.3415937504588917,0.16110783691146913,0.49009356183720565,0.1959297024369851,0.2149488500390532,0.12028005610515201
1.0,15,wake_vs_deep_sleep,1.0,0.17094350053612176,0.36506873410221446,0.36954979979940256,0.4216614428809895,0.8803839876881052,0.2979966103118754,0.2599868577110799,0.2745324331065506
1.0,15,wake_vs_reflex,1.0,0.17094350053612176,0.36506873410221446,0.36954979979940256,0.4216614428809895,0.8803839876881052,0.2979966103118754,0.2599868577110799,0.2745324331065506
1.0,15,wake_vs_anxiety,1.0,0.17094350053612176,0.36506873410221446,0.36954979979940256,0.4216614428809895,0.8803839876881052,0.2979966103118754,0.2599868577110799,0.2745324331065506
1.0,15,wake_vs_nonwake,1.0,0.17094350053612176,0.36506873410221446,0.36954979979940256,0.4216614428809895,0.8803839876881052,0.2979966103118754,0.2599868577110799,0.2745324331065506
1.0,15,integrated_vs_low,1.0,0.17094350053612176,0.36506873410221446,0.36954979979940256,0.4216614428809895,0.8803839876881052,0.2979966103118754,0.2599868577110799,0.2745324331065506
1.0,16,wake_vs_deep_sleep,1.0,0.3364253416596145,0.18258087780570867,0.09609051045960126,0.32240959717964524,0.2603881224921011,0.10312336388094177,0.19922686719265864,0.14759365976101554
1.0,16,wake_vs_reflex,1.0,0.3364253416596145,0.18258087780570867,0.09609051045960126,0.32240959717964524,0.2603881224921011,0.10312336388094177,0.19922686719265864,0.14759365976101554
1.0,16,wake_vs_anxiety,1.0,0.3364253416596145,0.18258087780570867,0.09609051045960126,0.32240959717964524,0.2603881224921011,0.10312336388094177,0.19922686719265864,0.14759365976101554
1.0,16,wake_vs_nonwake,1.0,0.3364253416596145,0.18258087780570867,0.09609051045960126,0.32240959717964524,0.2603881224921011,0.10312336388094177,0.19922686719265864,0.14759365976101554
1.0,16,integrated_vs_low,1.0,0.3364253416596145,0.18258087780570867,0.09609051045960126,0.32240959717964524,0.2603881224921011,0.10312336388094177,0.19922686719265864,0.14759365976101554
1.0,17,wake_vs_deep_sleep,1.0,0.15319962615624252,0.3264224067011325,0.34422796771775044,0.08384975983889048,0.006756329519999882,0.1344519874117495,0.2711536841314559,0.3021025918443568
1.0,17,wake_vs_reflex,1.0,0.15319962615624252,0.3264224067011325,0.34422796771775044,0.08384975983889048,0.006756329519999882,0.1344519874117495,0.2711536841314559,0.3021025918443568
1.0,17,wake_vs_anxiety,0.7466666666666667,0.15319962615624252,0.3264224067011325,0.34422796771775044,0.08384975983889048,0.006756329519999882,0.1344519874117495,0.2711536841314559,0.3021025918443568
1.0,17,wake_vs_nonwake,0.9155555555555556,0.15319962615624252,0.3264224067011325,0.34422796771775044,0.08384975983889048,0.006756329519999882,0.1344519874117495,0.2711536841314559,0.3021025918443568
1.0,17,integrated_vs_low,1.0,0.15319962615624252,0.3264224067011325,0.34422796771775044,0.08384975983889048,0.006756329519999882,0.1344519874117495,0.2711536841314559,0.3021025918443568
1.0,18,wake_vs_deep_sleep,1.0,0.09683034908123445,0.3097343604732205,0.04628166692377178,0.1950312950782646,0.8987485635107243,0.07703632929236393,0.052347618076392995,0.15220811971684564
1.0,18,wake_vs_reflex,1.0,0.09683034908123445,0.3097343604732205,0.04628166692377178,0.1950312950782646,0.8987485635107243,0.07703632929236393,0.052347618076392995,0.15220811971684564
1.0,18,wake_vs_anxiety,1.0,0.09683034908123445,0.3097343604732205,0.04628166692377178,0.1950312950782646,0.8987485635107243,0.07703632929236393,0.052347618076392995,0.15220811971684564
1.0,18,wake_vs_nonwake,1.0,0.09683034908123445,0.3097343604732205,0.04628166692377178,0.1950312950782646,0.8987485635107243,0.07703632929236393,0.052347618076392995,0.15220811971684564
1.0,18,integrated_vs_low,1.0,0.09683034908123445,0.3097343604732205,0.04628166692377178,0.1950312950782646,0.8987485635107243,0.07703632929236393,0.052347618076392995,0.15220811971684564
1.0,19,wake_vs_deep_sleep,1.0,0.433767968178903,0.37316031296530133,0.3923284582132137,0.03482031829569732,0.1241977656131148,0.3162951895583976,0.09201493177209256,0.3185456614222898
1.0,19,wake_vs_reflex,1.0,0.433767968178903,0.37316031296530133,0.3923284582132137,0.03482031829569732,0.1241977656131148,0.3162951895583976,0.09201493177209256,0.3185456614222898
1.0,19,wake_vs_anxiety,0.9955555555555555,0.433767968178903,0.37316031296530133,0.3923284582132137,0.03482031829569732,0.1241977656131148,0.3162951895583976,0.09201493177209256,0.3185456614222898
1.0,19,wake_vs_nonwake,0.9985185185185185,0.433767968178903,0.37316031296530133,0.3923284582132137,0.03482031829569732,0.1241977656131148,0.3162951895583976,0.09201493177209256,0.3185456614222898
1.0,19,integrated_vs_low,1.0,0.433767968178903,0.37316031296530133,0.3923284582132137,0.03482031829569732,0.1241977656131148,0.3162951895583976,0.09201493177209256,0.3185456614222898
